,price,ranks,title,no_of_reviews,ratings,author,cover_type,year
976,18.39,85,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,"9,189",4.7,Stephen R. Covey,Paperback,2018
977,15.74,86,"Whiskey in a Teacup: What Growing Up in the South Taught Me About Life, Love, and Baking Biscuits","4,748",4.7,Reese Witherspoon,Hardcover,2018
978,18.50,87,Man's Search for Meaning (OLD EDITION/OUT OF PRINT),"53,369",4.7,Viktor E. Frankl,Paperback,2018
979,14.40,88,The Great Alone: A Novel,"44,766",4.7,Kristin Hannah,Hardcover,2018
980,11.88,89,The Total Money Makeover: Classic Edition: A Proven Plan for Financial Fitness,"24,436",4.7,Dave Ramsey,Hardcover,2018
981,14.42,90,Cravings: Hungry for More: A Cookbook,"6,747",4.8,Chrissy Teigen,Hardcover,2018
982,14.35,91,The Handmaid's Tale,"60,733",4.5,Margaret Atwood,Paperback,2018
983,,92,The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,"29,699",4.7,Brené Brown,Paperback,2018
984,6.79,93,The Great Gatsby: The Only Authorized Edition,"18,675",4.5,F. Scott Fitzgerald,Paperback,2018
985,11.40,94,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma","56,028",4.8,Bessel van der Kolk M.D.,Paperback,2018
986,10.99,95,"Gmorning, Gnight!: Little Pep Talks for Me & You","4,790",4.8,Lin-Manuel Miranda,Hardcover,2018
987,8.99,96,Rich Dad Poor Dad: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!,"94,215",4.7,Robert T. Kiyosaki,Mass Market Paperback,2018
988,11.58,97,Make Your Bed: Little Things That Can Change Your Life...And Maybe the World,Admiral William H. McRaven,4.7,,Hardcover,2018
989,38.86,98,Harry Potter Paperback Box Set (Books 1-7),"91,706",4.9,J. K. Rowling,Paperback,2018
990,32.99,99,Xanathar's Guide to Everything (Dungeons & Dragons),Dungeons & Dragons,4.9,,Hardcover,2018
991,12.39,1,Where the Crawdads Sing,"345,986",4.8,Delia Owens,Hardcover,2019
992,16.50,2,Becoming,"123,298",4.8,Michelle Obama,Hardcover,2019
993,13.00,3,Educated: A Memoir,"69,478",4.7,Tara Westover,Hardcover,2019
994,6.43,4,Dog Man: For Whom the Ball Rolls: From the Creator of Captain Underpants (Dog Man #7),"23,658",4.9,Dav Pilkey,Hardcover,2019
995,11.51,5,"Girl, Wash Your Face: Stop Believing the Lies About Who You Are So You Can Become Who You Were Meant to Be","27,339",4.6,Rachel Hollis,Hardcover,2019
996,7.76,6,Dog Man: Fetch-22: From the Creator of Captain Underpants (Dog Man #8),"28,005",4.9,Dav Pilkey,Hardcover,2019
997,8.96,7,Wrecking Ball (Diary of a Wimpy Kid Book 14),"18,637",4.9,Jeff Kinney,Hardcover,2019
998,8.55,8,The Wonderful Things You Will Be,"25,188",4.9,Emily Winfield Martin,Hardcover,2019
999,5.99,9,"School Zone - Big Preschool Workbook - 320 Pages, Ages 3 to 5, Colors, Shapes, Numbers, Early Math, Alphabet, Pre-Writing, Phonics, Following Directions, and More (School Zone Big Workbook Series)","66,916",4.8,School Zone,Paperback,2019
1000,7.57,10,The 5 Love Languages: The Secret to Love that Lasts,"69,932",4.8,Gary Chapman,Paperback,2019
1001,9.98,11,"Girl, Stop Apologizing: A Shame-Free Plan for Embracing and Achieving Your Goals","14,259",4.6,Rachel Hollis,Hardcover,2019
1002,5.28,12,The Wonky Donkey,"74,778",4.8,Craig Smith,Paperback,2019
1003,14.30,13,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,"80,414",4.6,Mark Manson,Hardcover,2019
1004,5.99,14,Difficult Riddles For Smart Kids: 300 Difficult Riddles And Brain Teasers Families Will Love (Books for Smart Kids),"28,861",4.6,M Prefontaine,Paperback,2019
1005,16.65,15,"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking","20,632",4.8,Samin Nosrat,Hardcover,2019
1006,4.93,16,The Very Hungry Caterpillar,"54,087",4.9,Eric Carle,Board book,2019
1007,11.89,17,"What Should Danny Do? (The Power to Choose Series) (The Power to Choose, 1)","22,182",4.8,Adir Levy,Hardcover,2019
1008,23.55,18,It's Not Supposed to Be This Way: Finding Unexpected Strength When Disappointments Leave You Shattered,"17,304",4.8,Lysa TerKeurst,Hardcover,2019
1009,6.99,19,"I Am Confident, Brave & Beautiful: A Coloring Book for Girls","32,103",4.8,Hopscotch Girls,Paperback,2019
1010,7.74,20,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),"86,766",4.7,Don Miguel Ruiz,Paperback,2019
1011,12.91,21,Unfreedom of the Press,"9,265",4.9,Mark R. Levin,Hardcover,2019
1012,9.99,22,Dog Man: Brawl of the Wild: From the Creator of Captain Underpants (Dog Man #6),"18,470",4.9,Dav Pilkey,Hardcover,2019
1013,6.90,23,Giraffes Can't Dance,"28,453",4.8,Giles Andreae,Board book,2019
1014,4.14,24,If Animals Kissed Good Night,"69,596",4.8,Ann Whitford Paul,Board book,2019
1015,8.48,25,"Oh, the Places You'll Go!  ","42,891",4.9,Dr. Seuss,Hardcover,2019
1016,16.30,26,Howard Stern Comes Again,"7,961",4.5,Howard Stern,Hardcover,2019
1017,5.90,27,Guts: A Graphic Novel,"13,991",4.8,Raina Telgemeier,Paperback,2019
1018,8.32,28,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,Marie Kondō,4.5,,Hardcover,2019
1019,21.52,29,"Harry Potter and the Goblet of Fire: The Illustrated Edition (Harry Potter, Book 4) (Illustrated edition) (4)","24,895",4.9,J. K. Rowling,Hardcover,2019
1020,8.72,30,National Geographic Little Kids First Big Book of Why (National Geographic Little Kids First Big Books),"17,849",4.8,Amy Shields,Hardcover,2019
1021,8.70,31,Instant Pot Pressure Cooker Cookbook: 500 Everyday Recipes for Beginners and Advanced Users. Try Easy and Healthy Instant Pot Recipes.,"13,296",4.4,Jennifer Smith,Paperback,2019
1022,11.40,32,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma","56,028",4.8,Bessel van der Kolk M.D.,Paperback,2019
1023,6.99,33,Good Days Start With Gratitude: A 52 Week Guide To Cultivate An Attitude Of Gratitude: Gratitude Journal,Pretty Simple Press,4.6,,Paperback,2019
1024,5.36,34,Goodnight Moon,"24,855",4.9,Margaret Wise Brown,Board book,2019
1025,6.98,35,The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle,"28,738",4.3,Amy Ramos,Paperback,2019
1026,4.99,36,Unicorn Coloring Book: For Kids Ages 4-8 (US Edition) (Silly Bear Coloring Books),"20,069",4.8,Silly Bear,Paperback,2019
1027,9.25,37,Strange Planet (Strange Planet Series),"16,344",4.9,Nathan W. Pyle,Hardcover,2019
1028,22.95,38,D&D Player’s Handbook (Dungeons & Dragons Core Rulebook),Dungeons & Dragons,4.9,,Hardcover,2019
1029,12.99,39,The Silent Patient,"135,414",4.5,Alex Michaelides,Hardcover,2019
1030,11.97,40,"5,000 Awesome Facts (About Everything!)",National Kids,4.8,,Hardcover,2019
1031,7.19,41,To Kill a Mockingbird,"68,927",4.8,Harper Lee,Paperback,2019
1032,8.45,42,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,"35,429",4.7,Jen Sincero,Paperback,2019
1033,12.98,43,"National Geographic Kids Why?: Over 1,111 Answers to Everything","12,922",4.8,Crispin Boyer,Hardcover,2019
1034,18.01,44,Can't Hurt Me: Master Your Mind and Defy the Odds,"60,859",4.8,David Goggins,Hardcover,2019
1035,13.73,45,The Guardians: A Novel,"35,878",4.5,John Grisham,Hardcover,2019
1036,5.72,46,P is for Potty! (Sesame Street) (Lift-the-Flap),Naomi Kleinberg,4.7,,Board book,2019
1037,11.88,47,The Total Money Makeover: Classic Edition: A Proven Plan for Financial Fitness,"24,436",4.7,Dave Ramsey,Hardcover,2019
1038,4.55,48,"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,4.9,,Board book,2019
1039,9.99,49,The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes for Wizards and Non-Wizards Alike (Unofficial Cookbook),"30,644",4.7,Dinah Bucholz,Hardcover,2019
1040,9.63,50,The Mueller Report,"4,088",4.5,The Washington Post,Paperback,2019
1041,13.49,51,Zen as F*ck (Zen as F*ck Journals),"23,865",4.7,Monica Sweeney,Paperback,2019
1042,8.99,52,Rich Dad Poor Dad: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!,"94,215",4.7,Robert T. Kiyosaki,Mass Market Paperback,2019
1043,14.67,53,The Institute: A Novel,"33,489",4.7,Stephen King,Hardcover,2019
1044,,54,The Testaments: The Sequel to The Handmaid's Tale,"30,499",4.6,Margaret Atwood,Hardcover,2019
1045,,55,Super Deluxe Essential Handbook (Pokémon): The Need-to-Know Stats and Facts on Over 800 Characters,"20,987",4.8,Scholastic,Paperback,2019
1046,6.99,56,Lettering and Modern Calligraphy: A Beginner's Guide: Learn Hand Lettering and Brush Lettering,"20,378",4.5,Paper Peony Press,Paperback,2019
1047,2.99,57,"Carson Dellosa First Words Flash Cards, High Frequency Vocabulary Words and Picture for Preschool and Kindergarten, Sight Word Game for Toddlers Ages 4+ (54 Cards) Cards",Brighter Child,4.8,,Cards,2019
1048,11.98,58,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,"84,248",4.8,James Clear,Hardcover,2019
1049,11.58,59,Make Your Bed: Little Things That Can Change Your Life...And Maybe the World,Admiral William H. McRaven,4.7,,Hardcover,2019
1050,,60,The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are,"29,699",4.7,Brené Brown,Paperback,2019
1051,15.50,61,Sapiens: A Brief History of Humankind,Yuval Harari,4.6,,Paperback,2019
1052,12.70,62,What to Expect When You're Expecting,"29,403",4.8,Heidi Murkoff,Paperback,2019
1053,13.99,63,Where the Crawdads Sing,"345,986",4.8,Delia Owens,Paperback,2019
1054,9.87,64,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead","11,624",4.8,Brené Brown,Paperback,2019
1055,13.29,65,"The Alchemist, 25th Anniversary: A Fable About Following Your Dream","94,833",4.7,Paulo Coelho,Paperback,2019
1056,23.49,66,"Publication Manual of the American Psychological Association, 6th Edition","12,677",4.5,American Psychological Association,Paperback,2019
1057,4.98,67,The Pout-Pout Fish,"23,598",4.9,Deborah Diesen,Board book,2019
1058,13.38,68,Talking to Strangers: What We Should Know about the People We Don't Know,"15,483",4.5,Malcolm Gladwell,Hardcover,2019
1059,5.00,69,Dear Zoo: A Lift-the-Flap Book,Rod Campbell,4.8,,Board book,2019
1060,14.29,70,The Overstory: A Novel,Richard Powers,4.4,,Paperback,2019
1061,8.29,71,Fahrenheit 451,"35,015",4.6,Ray Bradbury,Paperback,2019
1062,18.29,72,StrengthsFinder 2.0,Gallup,4.1,,Hardcover,2019
1063,18.14,73,12 Rules for Life: An Antidote to Chaos,"58,155",4.8,Jordan B. Peterson,Hardcover,2019
1064,8.31,74,Eleanor Oliphant Is Completely Fine: A Novel,"59,949",4.5,Gail Honeyman,Paperback,2019
1065,14.71,75,Me: Elton John Official Autobiography,"21,226",4.8,Elton John,Hardcover,2019
1066,11.99,76,The Road Back to You: An Enneagram Journey to Self-Discovery,"10,509",4.7,Ian Morgan Cron,Hardcover,2019
1067,9.57,77,The Tattooist of Auschwitz: A Novel,"55,818",4.7,Heather Morris,Paperback,2019
1068,10.99,78,People of Walmart Adult Coloring Book: Rolling Back Dignity,Andrew Kipple,4.7,,Paperback,2019
1069,6.79,79,The Great Gatsby: The Only Authorized Edition,"18,675",4.5,F. Scott Fitzgerald,Paperback,2019
1070,13.00,80,The Complete Cookbook for Young Chefs: 100+ Recipes that You'll Love to Cook and Eat,America's Test Kitchen Kids,4.8,,Hardcover,2019
1071,,81,"Blowout: Corrupted Democracy, Rogue State Russia, and the Richest, Most Destructive Industry on Earth","8,475",4.8,Rachel Maddow,Hardcover,2019
1072,4.98,82,Love You Forever,"53,225",4.9,Robert Munsch,Paperback,2019
1073,8.94,83,"The Easy 5-Ingredient Ketogenic Diet Cookbook: Low-Carb, High-Fat Recipes for Busy People on the Keto Diet","15,809",4.4,Jen Fisch,Paperback,2019
1074,8.14,84,The Giving Tree,"27,495",4.9,Shel Silverstein,Hardcover,2019
1075,8.95,85,Dragons Love Tacos,"15,771",4.8,Adam Rubin,Hardcover,2019
1076,10.50,86,How to Win Friends & Influence People,"79,206",4.7,Dale Carnegie,Paperback,2019
1077,16.59,87,Magnolia Table,"32,342",4.8,Joanna Gaines,Hardcover,2019
1078,16.95,88,The Obesity Code - Unlocking the Secrets of Weight Loss (Book 1),"25,554",4.6,Dr. Jason Fung,Paperback,2019
1079,11.00,89,"Magic Tree House Boxed Set, Books 1-4: Dinosaurs Before Dark, The Knight at Dawn, Mummies in the Morning, and Pirates Past Noon","19,376",4.8,Mary Pope Osborne,Paperback,2019
1080,8.09,90,Then She Was Gone: A Novel,"50,053",4.5,Lisa Jewell,Paperback,2019
1081,13.98,91,The Pioneers: The Heroic Story of the Settlers Who Brought the American Ideal West,"7,650",4.4,David McCullough,Hardcover,2019
1082,11.66,92,Wacky Waving Inflatable Tube Guy (RP Minis),Conor Riordan,4.0,,Paperback,2019
1083,21.99,93,"Medical Medium Liver Rescue: Answers to Eczema, Psoriasis, Diabetes, Strep, Acne, Gout, Bloating, Gallstones, Adrenal Stress, Fatigue, Fatty Liver, Weight Issues, SIBO & Autoimmune Disease","10,990",4.7,Anthony William,Hardcover,2019
1084,9.48,94,"The Care and Keeping of You: The Body Book for Younger Girls, Revised Edition (American Girl Library)",Valorie Schaefer,4.8,,Paperback,2019
1085,5.98,95,There's No Place Like Space: All About Our Solar System (Cat in the Hat's Learning Library),"24,743",4.8,Tish Rabe,Hardcover,2019
1086,4.99,96,How to Draw 101 Animals (1),"24,668",4.7,Dan Green,Paperback,2019
1087,,,,,,,,2019
1088,15.90,98,Simply Keto: A Practical Approach to Health & Weight Loss with 100+ Easy Low-Carb Recipes,"9,485",4.6,Suzanne Ryan,Paperback,2019
1089,9.49,99,The Outsiders,"30,631",4.8,S. E. Hinton,Paperback,2019
1090,5.80,100,The Try Not to Laugh Challenge - Would Your Rather? - EWW Edition,"16,766",4.6,Crazy Corey,Paperback,2019
1091,16.53,1,A Promised Land,"125,038",4.9,Barack Obama,Hardcover,2020
1092,12.93,2,Too Much and Never Enough: How My Family Created the World's Most Dangerous Man,Mary L. Trump Ph.D.,4.6,,Hardcover,2020
1093,12.39,3,Where the Crawdads Sing,"345,988",4.8,Delia Owens,Hardcover,2020
1094,4.07,4,"My First Learn-to-Write Workbook: Practice for Kids with Pen Control, Line Tracing, Letters, and More!","77,383",4.8,Crystal Radke,Paperback,2020
1095,19.99,5,Midnight Sun,"81,216",4.8,Stephenie Meyer,Hardcover,2020
1096,14.89,6,Untamed,"53,704",4.6,Glennon Doyle,Hardcover,2020
1097,4.14,7,If Animals Kissed Good Night,"69,596",4.8,Ann Whitford Paul,Board book,2020
1098,8.15,8,White Fragility: Why It's So Hard for White People to Talk About Racism,Dr. Robin DiAngelo,4.5,,Paperback,2020
1099,5.99,9,"School Zone - Big Preschool Workbook - 320 Pages, Ages 3 to 5, Colors, Shapes, Numbers, Early Math, Alphabet, Pre-Writing, Phonics, Following Directions, and More (School Zone Big Workbook Series)","66,916",4.8,School Zone,Paperback,2020
1100,14.75,10,The Room Where It Happened: A White House Memoir,John Bolton,4.3,,Hardcover,2020
1101,13.99,11,The Ballad of Songbirds and Snakes (A Hunger Games Novel),"50,747",4.7,Suzanne Collins,Hardcover,2020
1102,6.48,12,Dog Man: Grime and Punishment: A Graphic Novel (Dog Man #9): From the Creator of Captain Underpants (9),"43,898",4.9,Dav Pilkey,Hardcover,2020
1103,4.93,13,The Very Hungry Caterpillar,"54,087",4.9,Eric Carle,Board book,2020
1104,16.50,14,Becoming,"123,298",4.8,Michelle Obama,Hardcover,2020
1105,13.51,15,How to Be an Antiracist,"25,339",4.7,Ibram X. Kendi,Hardcover,2020
1106,7.74,16,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),"86,766",4.7,Don Miguel Ruiz,Paperback,2020
1107,11.07,17,Rage,"34,429",4.6,Bob Woodward,Hardcover,2020
1108,14.34,18,Caste (Oprah's Book Club): The Origins of Our Discontents,"41,006",4.8,Isabel Wilkerson,Hardcover,2020
1109,15.35,19,Greenlights,"59,439",4.7,Matthew McConaughey,Hardcover,2020
1110,6.99,20,"I Am Confident, Brave & Beautiful: A Coloring Book for Girls","32,103",4.8,Hopscotch Girls,Paperback,2020
1111,12.77,21,American Dirt (Oprah's Book Club): A Novel,"109,463",4.6,Jeanine Cummins,Hardcover,2020
1112,10.35,22,"The Boy, the Mole, the Fox and the Horse","108,286",4.8,Charlie Mackesy,Hardcover,2020
1113,9.99,23,Little Fires Everywhere: A Novel,"56,913",4.5,Celeste Ng,Paperback,2020
1114,7.38,24,The Deep End (Diary of a Wimpy Kid Book 15),"44,164",4.9,Jeff Kinney,Hardcover,2020
1115,11.98,25,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,"84,248",4.8,James Clear,Hardcover,2020
1116,4.31,26,I Love You to the Moon and Back,"60,172",4.9,Amelia Hepworth,Board book,2020
1117,5.23,27,How to Catch a Mermaid,"29,865",4.8,Adam Wallace,Hardcover,2020
1118,14.90,28,"The Splendid and the Vile: A Saga of Churchill, Family, and Defiance During the Blitz","29,793",4.7,Erik Larson,Hardcover,2020
1119,5.22,29,How to Catch a Unicorn,"32,132",4.8,Adam Wallace,Hardcover,2020
1120,6.90,30,Giraffes Can't Dance,"28,453",4.8,Giles Andreae,Board book,2020
1121,4.55,31,"Brown Bear, Brown Bear, What Do You See?",Bill Martin Jr.,4.9,,Board book,2020
1122,7.57,32,The 5 Love Languages: The Secret to Love that Lasts,"69,932",4.8,Gary Chapman,Paperback,2020
1123,17.00,33,"Magnolia Table, Volume 2: A Collection of Recipes for Gathering","26,445",4.9,Joanna Gaines,Hardcover,2020
1124,12.32,34,The Vanishing Half: A Novel,"96,466",4.4,Brit Bennett,Hardcover,2020
1125,18.78,35,Modern Comfort Food: A Barefoot Contessa Cookbook,"16,903",4.8,Ina Garten,Hardcover,2020
1126,9.95,36,"Prayer Journal for Women: 52 Week Scripture, Devotional & Guided Prayer Journal","42,434",4.8,Shannon Roberts,Paperback,2020
1127,5.28,37,The Wonky Donkey,"74,779",4.8,Craig Smith,Paperback,2020
1128,11.40,38,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma","56,028",4.8,Bessel van der Kolk M.D.,Paperback,2020
1129,7.20,39,Paint by Sticker Kids: Zoo Animals: Create 10 Pictures One Sticker at a Time!,"21,503",4.8,Workman Publishing,Paperback,2020
1130,8.95,40,Paint by Sticker Kids: Unicorns & Magic: Create 10 Pictures One Sticker at a Time! Includes Glitter Stickers,"18,977",4.8,Workman Publishing,Paperback,2020
1131,11.89,41,"What Should Danny Do? (The Power to Choose Series) (The Power to Choose, 1)","22,182",4.8,Adir Levy,Hardcover,2020
1132,11.66,42,Wacky Waving Inflatable Tube Guy (RP Minis),Conor Riordan,4.0,,Paperback,2020
1133,12.99,43,The Silent Patient,"135,414",4.5,Alex Michaelides,Hardcover,2020
1134,5.99,44,The Big Book of Silly Jokes for Kids,"20,596",4.7,Carole P. Roman,Paperback,2020
1135,4.59,45,Chicka Chicka Boom Boom (Board Book),Bill Martin Jr.,4.9,,Board book,2020
1136,13.45,46,Live Free Or Die: America (and the World) on the Brink,"24,465",4.8,Sean Hannity,Hardcover,2020
1137,6.99,47,Burn After Writing,"78,364",4.6,Sharon Jones,Paperback,2020
1138,14.34,48,Get Out of Your Head: Stopping the Spiral of Toxic Thoughts,"21,330",4.7,Jennie Allen,Hardcover,2020
1139,7.19,49,Human Body Activity Book for Kids: Hands-On Fun for Grades K-3,"Ph.D., Katie Stokes, M.Ed.,",4.7,,Paperback,2020
1140,13.00,50,Educated: A Memoir,"69,478",4.7,Tara Westover,Hardcover,2020
1141,8.09,51,Then She Was Gone: A Novel,"50,053",4.5,Lisa Jewell,Paperback,2020
1142,5.99,52,Difficult Riddles For Smart Kids: 300 Difficult Riddles And Brain Teasers Families Will Love (Books for Smart Kids),"28,861",4.6,M Prefontaine,Paperback,2020
1143,7.48,53,1984,"72,522",4.7,George Orwell,Mass Market Paperback,2020
1144,17.50,54,Humans,"19,243",4.9,Brandon Stanton,Hardcover,2020
1145,5.36,55,Goodnight Moon,"24,855",4.9,Margaret Wise Brown,Board book,2020
1146,10.38,56,I've Loved You Since Forever,"20,858",4.8,Hoda Kotb,Hardcover,2020
1147,7.87,57,Just Mercy: A Story of Justice and Redemption,"22,880",4.8,Bryan Stevenson,Paperback,2020
1148,8.99,58,Rich Dad Poor Dad: What the Rich Teach Their Kids About Money That the Poor and Middle Class Do Not!,"94,215",4.7,Robert T. Kiyosaki,Mass Market Paperback,2020
1149,13.00,59,The Complete Cookbook for Young Chefs: 100+ Recipes that You'll Love to Cook and Eat,America's Test Kitchen Kids,4.8,,Hardcover,2020
1150,23.00,60,Publication Manual (OFFICIAL) 7th Edition of the American Psychological Association,"28,609",4.8,American Psychological Association,Paperback,2020
1151,13.29,61,First Little Readers Parent Pack: Guided Reading Level A: 25 Irresistible Books That Are Just the Right Level for Beginning Readers,"27,350",4.7,Deborah Schecter,Paperback,2020
1152,16.00,62,The Mamba Mentality: How I Play,"23,673",4.9,Kobe Bryant,Hardcover,2020
1153,2.67,63,"School Zone - Multiplication 0-12 Flash Cards - Ages 8+, 3rd Grade, 4th Grade, Elementary Math, Multiplication Facts, Common Core, and More","26,038",4.7,School Zone,Cards,2020
1154,5.98,64,There's No Place Like Space: All About Our Solar System (Cat in the Hat's Learning Library),"24,743",4.8,Tish Rabe,Hardcover,2020
1155,14.50,65,Disloyal: A Memoir: The True Story of the Former Personal Attorney to President Donald J. Trump,"32,062",4.6,Michael Cohen,Hardcover,2020
1156,4.22,66,"My First Toddler Coloring Book: Fun with Numbers, Letters, Shapes, Colors, and Animals! (Kids coloring activity books)",Tanya Emelyanova,4.8,,Paperback,2020
1157,13.29,67,"The Alchemist, 25th Anniversary: A Fable About Following Your Dream","94,833",4.7,Paulo Coelho,Paperback,2020
1158,7.19,68,To Kill a Mockingbird,"68,927",4.8,Harper Lee,Paperback,2020
1159,18.80,69,Percy Jackson and the Olympians 5 Book Paperback Boxed Set (w/poster) (Percy Jackson & the Olympians),"36,314",4.9,Rick Riordan,Paperback,2020
1160,16.59,70,Magnolia Table,"32,342",4.8,Joanna Gaines,Hardcover,2020
1161,4.99,71,Llama Llama Loves Camping,"18,045",4.7,Anna Dewdney,Paperback,2020
1162,11.48,72,So You Want to Talk About Race,"12,314",4.7,Ijeoma Oluo,Paperback,2020
1163,15.15,73,Blackout: How Black America Can Make Its Second Escape from the Democrat Plantation,"21,608",4.9,Candace Owens,Hardcover,2020
1164,4.99,74,How to Draw 101 Animals (1),"24,668",4.7,Dan Green,Paperback,2020
1165,8.99,75,Awesome Science Experiments for Kids: 100+ Fun STEM / STEAM Projects and Why They Work (Awesome STEAM Activities for Kids),"14,667",4.7,Crystal Chatterton,Paperback,2020
1166,9.99,76,The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes for Wizards and Non-Wizards Alike (Unofficial Cookbook),"30,644",4.7,Dinah Bucholz,Hardcover,2020
1167,12.80,77,A Time for Mercy (Jake Brigance),"77,748",4.6,John Grisham,Hardcover,2020
1168,8.48,78,"Oh, the Places You'll Go!  ","42,891",4.9,Dr. Seuss,Hardcover,2020
1169,6.99,79,Good Days Start With Gratitude: A 52 Week Guide To Cultivate An Attitude Of Gratitude: Gratitude Journal,Pretty Simple Press,4.6,,Paperback,2020
1170,7.76,80,Dog Man: Fetch-22: From the Creator of Captain Underpants (Dog Man #8),"28,005",4.9,Dav Pilkey,Hardcover,2020
1171,4.98,81,The Pout-Pout Fish,"23,598",4.9,Deborah Diesen,Board book,2020
1172,5.00,82,Where's Spot?,"31,018",4.9,Eric Hill,Board book,2020
1173,16.65,83,"Salt, Fat, Acid, Heat: Mastering the Elements of Good Cooking","20,632",4.8,Samin Nosrat,Hardcover,2020
1174,11.99,84,Man's Search for Meaning,"53,369",4.7,Viktor E. Frankl,Paperback,2020
1175,13.18,85,Ready Player Two: A Novel,"39,060",4.3,Ernest Cline,Hardcover,2020
1176,6.99,86,"Preschool Math Workbook for Toddlers Ages 2-4: Beginner Math Preschool Learning Book with Number Tracing and Matching Activities for 2, 3 and 4 year olds and kindergarten prep","16,820",4.7,Modern Kid Press,Paperback,2020
1177,10.14,87,Stamped from the Beginning: The Definitive History of Racist Ideas in America (National Book Award Winner),"11,708",4.8,Ibram X. Kendi,Paperback,2020
1178,8.99,88,Let That Sh*t Go: A Journal for Leaving Your Bullsh*t Behind and Creating a Happy Life (Zen as F*ck Journals),"28,793",4.7,Monica Sweeney,Paperback,2020
1179,14.29,89,The Intelligent Investor Rev Ed.: The Definitive Book on Value Investing,"39,295",4.7,Benjamin Graham,Paperback,2020
1180,8.55,90,The Wonderful Things You Will Be,"25,188",4.9,Emily Winfield Martin,Hardcover,2020
1181,2.99,91,"Carson Dellosa First Words Flash Cards, High Frequency Vocabulary Words and Picture for Preschool and Kindergarten, Sight Word Game for Toddlers Ages 4+ (54 Cards) Cards",Brighter Child,4.8,,Cards,2020
1182,14.30,92,The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life,"80,414",4.6,Mark Manson,Hardcover,2020
1183,4.98,93,Love You Forever,"53,225",4.9,Robert Munsch,Paperback,2020
1184,11.00,94,"Magic Tree House Boxed Set, Books 1-4: Dinosaurs Before Dark, The Knight at Dawn, Mummies in the Morning, and Pirates Past Noon","19,376",4.8,Mary Pope Osborne,Paperback,2020
1185,13.49,95,Zen as F*ck (Zen as F*ck Journals),"23,865",4.7,Monica Sweeney,Paperback,2020
1186,12.92,96,"Relationship Goals: How to Win at Dating, Marriage, and Sex","21,318",4.8,Michael Todd,Hardcover,2020
1187,13.69,97,The Happy in a Hurry Cookbook: 100-Plus Fast and Easy New Recipes That Taste Like Home (The Happy Cookbook Series),"15,978",4.6,Steve Doocy,Hardcover,2020
1188,6.99,98,"Learn to Read: A Magical Sight Words and Phonics Activity Workbook for Beginning Readers Ages 5-7: Reading Made Easy | Preschool, Kindergarten and 1st Grade","14,813",4.7,Modern Kid Press,Paperback,2020
1189,5.72,99,P is for Potty! (Sesame Street) (Lift-the-Flap),Naomi Kleinberg,4.7,,Board book,2020
1190,22.95,100,D&D Player’s Handbook (Dungeons & Dragons Core Rulebook),Dungeons & Dragons,4.9,,Hardcover,2020
1191,11.98,1,Atomic Habits: An Easy & Proven Way to Build Good Habits & Break Bad Ones,"84,248",4.8,James Clear,Hardcover,2021
1192,12.52,2,American Marxism,"34,660",4.8,Mark R. Levin,Hardcover,2021
1193,7.74,3,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book),"86,766",4.7,Don Miguel Ruiz,Paperback,2021
1194,4.14,4,If Animals Kissed Good Night,"69,596",4.8,Ann Whitford Paul,Board book,2021
1195,11.40,5,"The Body Keeps the Score: Brain, Mind, and Body in the Healing of Trauma","56,028",4.8,Bessel van der Kolk M.D.,Paperback,2021
1196,4.31,6,I Love You to the Moon and Back,"60,172",4.9,Amelia Hepworth,Board book,2021
1197,9.99,7,It Ends with Us: A Novel (1),"170,024",4.7,Colleen Hoover,Paperback,2021
1198,10.35,8,"The Boy, the Mole, the Fox and the Horse","108,286",4.8,Charlie Mackesy,Hardcover,2021
