,price,ranks,title,no_of_reviews,ratings,author,cover_type,year
0,12.81,1,The Lost Symbol,"16,129",4.4,Dan Brown,Hardcover,2009
1,10.43,2,The Shack: Where Tragedy Confronts Eternity,"23,398",4.7,William P. Young,Paperback,2009
2,9.93,3,Liberty and Tyranny: A Conservative Manifesto,"5,037",4.8,Mark R. Levin,Hardcover,2009
3,14.30,4,"Breaking Dawn (The Twilight Saga, Book 4)","16,923",4.7,Stephenie Meyer,Hardcover,2009
4,9.99,5,Going Rogue: An American Life,"1,572",4.6,Sarah Palin,Hardcover,2009
5,18.29,6,StrengthsFinder 2.0,Gallup,4.1,,Hardcover,2009
6,12.41,7,The Help,"18,080",4.8,Kathryn Stockett,Hardcover,2009
7,17.55,8,New Moon (The Twilight Saga),"12,336",4.7,Stephenie Meyer,Paperback,2009
8,57.81,9,The Twilight Saga Collection,"6,103",4.7,Stephenie Meyer,Hardcover,2009
9,16.04,10,Outliers: The Story of Success,"22,224",4.7,Malcolm Gladwell,Hardcover,2009
10,21.92,11,Eclipse (Twilight),"12,781",4.7,Stephenie Meyer,Hardcover,2009
11,,12,"Twilight (The Twilight Saga, Book 1)","22,117",4.7,Stephenie Meyer,Paperback,2009
12,,13,"Glenn Beck's Common Sense: The Case Against an Out-of-Control Government, Inspired by Thomas Paine","1,421",4.6,Glenn Beck,Paperback,2009
13,11.49,14,Three Cups of Tea: One Man's Mission to Promote Peace - One School at a Time,"3,498",4.4,Greg Mortenson,Paperback,2009
14,11.79,15,The Love Dare,"3,303",4.8,Stephen Kendrick,Paperback,2009
15,20.45,16,"Act Like a Lady, Think Like a Man: What Men Really Think About Love, Relationships, Intimacy, and Commitment","7,044",4.6,Steve Harvey,Hardcover,2009
16,11.60,17,"Dog Days (Diary of a Wimpy Kid, Book 4) (Volume 4)","7,982",4.7,Jeff Kinney,Hardcover,2009
17,32.18,18,Under the Dome: A Novel,"9,117",4.4,Stephen King,Hardcover,2009
18,10.42,19,The Guernsey Literary and Potato Peel Pie Society,"14,898",4.7,Mary Ann Shaffer,Paperback,2009
19,11.75,20,Eat This Not That! Supermarket Survival Guide: The No-Diet Weight Loss Solution,930,4.5,David Zinczenko,Paperback,2009
20,10.50,21,Arguing with Idiots: How to Stop Small Minds and Big Government,895,4.6,Glenn Beck,Hardcover,2009
21,28.49,22,"Mastering the Art of French Cooking, Volume I: 50th Anniversary Edition: A Cookbook","7,578",4.8,Julia Child,Hardcover,2009
22,82.09,23,Sookie Stackhouse,995,4.7,Charlaine Harris,Mass Market Paperback,2009
23,9.99,24,The Time Traveler's Wife,"6,600",4.5,Audrey Niffenegger,Paperback,2009
24,23.49,25,"Publication Manual of the American Psychological Association, 6th Edition","12,677",4.5,American Psychological Association,Paperback,2009
25,13.98,26,True Compass: A Memoir,509,4.5,Edward M. Kennedy,Hardcover,2009
26,9.49,27,The Girl with the Dragon Tattoo (Millennium Series),"15,479",4.5,Stieg Larsson,Paperback,2009
27,16.60,28,The 5000 Year Leap,"2,566",4.8,W. Cleon Skousen,Paperback,2009
28,16.50,29,Good to Great: Why Some Companies Make the Leap and Others Don't,"5,807",4.5,Jim Collins,Hardcover,2009
29,24.98,30,Eclipse (Twilight Sagas),"12,781",4.7,Stephenie Meyer,Paperback,2009
30,13.20,31,Where the Wild Things Are,"32,077",4.9,Maurice Sendak,Hardcover,2009
31,20.70,32,"The Five Dysfunctions of a Team: A Leadership Fable, 20th Anniversary Edition",Patrick Lencioni,4.6,,Hardcover,2009
32,8.77,33,Olive Kitteridge,"11,539",4.3,Elizabeth Strout,Paperback,2009
33,11.74,34,Dead And Gone: A Sookie Stackhouse Novel (Sookie Stackhouse/True Blood),"2,793",4.7,Charlaine Harris,Hardcover,2009
34,15.31,35,"Eat This, Not That! Thousands of Simple Food Swaps that Can Save You 10, 20, 30 Pounds--or More!","1,158",4.3,David Zinczenko,Paperback,2009
35,17.41,36,"Super Freakonomics: Global Cooling, Patriotic Prostitutes, and Why Suicide Bombers Should Buy Life Insurance","2,375",4.6,Steven D. Levitt,Hardcover,2009
36,15.82,37,The Tipping Point: How Little Things Can Make a Big Difference,"5,738",4.4,Malcolm Gladwell,Paperback,2009
37,16.48,38,Crazy Love: Overwhelmed by a Relentless God,"1,920",4.7,Francis Chan,Paperback,2009
38,10.44,39,"The Last Olympian (Percy Jackson and the Olympians, Book 5)","14,975",4.8,Rick Riordan,Hardcover,2009
39,9.09,40,The Elegance of the Hedgehog,"3,490",4.2,Muriel Barbery,Paperback,2009
40,9.80,41,"I, Alex Cross","3,248",4.6,James Patterson,Hardcover,2009
41,22.80,42,The Girl Who Played with Fire (Millennium),"21,755",4.7,Stieg Larsson,Hardcover,2009
42,15.41,43,The Last Lecture,"5,907",4.7,Randy Pausch,Hardcover,2009
43,14.72,44,The Five Love Languages: How to Express Heartfelt Commitment to Your Mate,Gary Chapman,4.6,,Paperback,2009
44,33.99,45,Watchmen,"7,748",4.8,Alan Moore,Paperback,2009
45,19.99,46,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.6,,Paperback,2009
46,32.30,47,The Book of Basketball: The NBA According to The Sports Guy,"1,388",4.7,Bill Simmons,Hardcover,2009
47,18.01,48,"Divine Soul Mind Body Healing and Transmission System: The Divine Way to Heal You, Humanity, Mother Earth, and All Universes",60,4.6,Zhi Gang Sha,Hardcover,2009
48,21.98,51,Diary of a Wimpy Kid Do-it-yourself Book,"9,378",4.8,Jeff Kinney,Hardcover,2009
49,20.07,52,Open: An Autobiography,"8,652",4.7,Andre Agassi,Hardcover,2009
50,,53,Pride and Prejudice and Zombies,Jane Austen,4.3,,Paperback,2009
51,13.97,54,Cook Yourself Thin: Skinny Meals You Can Make in Minutes,888,4.3,"Lifetime Television,",Paperback,2009
52,13.49,55,Hungry Girl: 200 Under 200: 200 Recipes Under 200 Calories,901,4.4,Lisa Lillien,Paperback,2009
53,18.49,56,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen","11,838",4.7,Christopher McDougall,Hardcover,2009
54,7.96,57,A Bold Fresh Piece of Humanity,764,4.7,Bill O'Reilly,Hardcover,2009
55,14.20,58,The Pioneer Woman Cooks: Recipes from an Accidental Country Girl,"5,478",4.8,Ree Drummond,Hardcover,2009
56,6.99,59,The Book Thief,"34,553",4.7,Markus Zusak,Paperback,2009
57,16.99,60,South of Broad,"2,489",4.5,Pat Conroy,Hardcover,2009
58,10.33,61,The Omnivore's Dilemma: A Natural History of Four Meals,"3,681",4.6,Michael Pollan,Paperback,2009
59,21.31,62,The Host,"9,720",4.6,Stephenie Meyer,Hardcover,2009
60,9.80,63,Master Your Metabolism: The 3 Diet Secrets to Naturally Balancing Your Hormones for a Hot and Healthy Body!,929,4.3,Jillian Michaels,Hardcover,2009
61,11.30,64,Ford County: Stories,"4,312",4.4,John Grisham,Hardcover,2009
62,9.06,65,"Culture of Corruption: Obama and His Team of Tax Cheats, Crooks, and Cronies","1,094",4.6,Michelle Malkin,Hardcover,2009
63,11.04,66,Blink: The Power of Thinking Without Thinking,"8,649",4.5,Malcolm Gladwell,Paperback,2009
64,,67,"Diary of a Wimpy Kid, Book 1","16,602",4.8,Jeff Kinney,Hardcover,2009
65,15.20,68,The Graveyard Book,"7,147",4.7,Neil Gaiman,Hardcover,2009
66,28.99,69,An Echo in the Bone (Outlander),"16,906",4.8,Diana Gabaldon,Hardcover,2009
67,19.81,70,"The Gathering Storm (Wheel of Time, Book 12)","6,356",4.8,Robert Jordan,Hardcover,2009
68,16.99,71,Dreams from My Father: A Story of Race and Inheritance,"7,582",4.7,Barack Obama,Paperback,2009
69,16.91,72,Pirate Latitudes: A Novel,"2,840",4.3,Michael Crichton,Hardcover,2009
70,,73,The Official SAT Study Guide: For the New SAT (tm),The College Board,4.5,,Paperback,2009
71,20.48,74,Getting Things Done: The Art of Stress-Free Productivity,"4,737",4.6,David Allen,Paperback,2009
72,10.50,75,How to Win Friends & Influence People,"79,206",4.7,Dale Carnegie,Paperback,2009
73,41.47,76,The Official SAT Study Guide,The College Board,4.4,,Paperback,2009
74,14.01,77,Finger Lickin' Fifteen (A Stephanie Plum Novel) (Stephanie Plum Novels),"3,314",4.6,Janet Evanovich,Hardcover,2009
75,10.83,78,Sarah's Key,"4,784",4.6,Tatiana de Rosnay,Paperback,2009
76,7.99,79,From Dead to Worse (Sookie Stackhouse/True Blood),"2,082",4.7,Charlaine Harris,Mass Market Paperback,2009
77,33.38,80,Wolf Hall,"10,830",4.1,Hilary Mantel,Hardcover,2009
78,,81,The Hunger Games,"42,787",4.7,Suzanne Collins,Hardcover,2009
79,13.20,82,The Yankee Years,425,4.6,Joe Torre,Hardcover,2009
80,23.95,83,Push: A Novel,"1,477",4.6,Sapphire,Paperback,2009
81,15.00,84,The End of Overeating: Taking Control of the Insatiable American Appetite,956,4.3,David Kessler,Hardcover,2009
82,11.52,85,The Lacuna: A Novel,"1,787",4.3,Barbara Kingsolver,Hardcover,2009
83,17.99,86,Crucial Conversations: Tools for Talking When Stakes are High,772,4.5,Kerry Patterson,Paperback,2009
84,10.97,87,Half the Sky: Turning Oppression into Opportunity for Women Worldwide,"2,197",4.7,Nicholas D. Kristof,Hardcover,2009
85,11.84,88,The Associate,"3,836",4.4,John Grisham,Hardcover,2009
86,22.90,89,Artisan Bread in Five Minutes a Day: The Discovery That Revolutionizes Home Baking,"2,189",4.7,Jeff Hertzberg,Hardcover,2009
87,9.99,90,Three Cups of Tea: One Man's Journey to Change the World... One Child at a Time (Young Reader's Edition),Sarah Thomson,4.5,,Paperback,2009
88,9.16,91,Pursuit of Honor,"3,529",4.7,Vince Flynn,Hardcover,2009
89,22.99,92,What the Dog Saw: And Other Adventures,"2,144",4.6,Malcolm Gladwell,Hardcover,2009
90,15.80,93,The Last Song,"3,601",4.7,Nicholas Sparks,Hardcover,2009
91,17.99,94,Atlas Shrugged,"14,154",4.5,Ayn Rand,Paperback,2009
92,10.79,95,The White Tiger: A Novel,"6,017",4.3,Aravind Adiga,Paperback,2009
93,16.98,96,"Now, Discover Your Strengths: The revolutionary Gallup program that shows you how to develop your unique talents and strengths",Gallup,3.5,,Hardcover,2009
94,16.14,97,Same Kind of Different As Me,Ron Hall,4.7,,Paperback,2009
95,12.85,98,U is for Undertow: A Kinsey Millhone Novel,"2,807",4.6,Sue Grafton,Hardcover,2009
96,9.49,99,Catching Fire (The Hunger Games),"32,476",4.7,Suzanne Collins,Hardcover,2009
97,12.95,1,The Girl Who Kicked the Hornet's Nest (Millennium Trilogy),"21,755",4.7,Stieg Larsson,Hardcover,2010
98,9.49,2,The Girl with the Dragon Tattoo (Millennium Series),"15,480",4.5,Stieg Larsson,Paperback,2010
99,13.20,3,Decision Points,"2,399",4.6,George W. Bush,Hardcover,2010
100,12.41,4,The Help,"18,080",4.8,Kathryn Stockett,Hardcover,2010
101,9.99,5,The Girl Who Played with Fire (Millennium Series),"21,755",4.7,Stieg Larsson,Paperback,2010
102,11.70,6,"The Ugly Truth (Diary of a Wimpy Kid, Book 5)","10,597",4.8,Jeff Kinney,Hardcover,2010
103,18.29,7,StrengthsFinder 2.0,Gallup,4.1,,Hardcover,2010
104,9.08,8,Mockingjay (The Hunger Games),"37,054",4.6,Suzanne Collins,Hardcover,2010
105,3.38,9,Women Food and God: An Unexpected Path to Almost Everything,"1,968",4.4,Geneen Roth,Hardcover,2010
106,23.49,10,"Publication Manual of the American Psychological Association, 6th Edition","12,677",4.5,American Psychological Association,Paperback,2010
107,22.00,11,"Autobiography of Mark Twain, Vol. 1",612,4.4,Mark Twain,Hardcover,2010
108,18.32,12,The Big Short: Inside the Doomsday Machine,"5,898",4.7,Michael Lewis,Hardcover,2010
109,11.57,13,Food Rules: An Eater's Manual,"2,496",4.5,Michael Pollan,Paperback,2010
110,14.72,14,"Unbroken: A World War II Story of Survival, Resilience, and Redemption","33,635",4.8,Laura Hillenbrand,Hardcover,2010
111,8.87,15,"Dead in the Family (Sookie Stackhouse/True Blood, Book 10)","3,304",4.6,Charlaine Harris,Hardcover,2010
112,14.99,16,Sh*t My Dad Says,"1,781",4.7,Justin Halpern,Hardcover,2010
113,16.48,17,Crazy Love: Overwhelmed by a Relentless God,"1,920",4.7,Francis Chan,Paperback,2010
114,10.59,18,The Short Second Life of Bree Tanner: An Eclipse Novella (The Twilight Saga),"6,166",4.7,Stephenie Meyer,Hardcover,2010
115,12.99,19,Life,"4,703",4.6,Keith Richards,Hardcover,2010
116,12.00,20,Cutting for Stone,"6,792",4.6,Abraham Verghese,Paperback,2010
117,12.89,21,The Daily Show with Jon Stewart Presents Earth (The Book): A Visitor's Guide to the Human Race,576,4.5,Jon Stewart,Hardcover,2010
118,41.47,22,The Official SAT Study Guide,The College Board,4.4,,Paperback,2010
119,12.97,23,"Game Change: Obama and the Clintons, McCain and Palin, and the Race of a Lifetime","1,358",4.5,John Heilemann,Hardcover,2010
120,14.19,24,The Immortal Life of Henrietta Lacks,"16,946",4.7,Rebecca Skloot,Hardcover,2010
121,14.53,25,"The Lost Hero (Heroes of Olympus, Book 1)","11,562",4.8,Rick Riordan,Hardcover,2010
122,15.39,26,Teach Like a Champion: 49 Techniques that Put Students on the Path to College,860,4.5,Doug Lemov,Paperback,2010
123,16.04,27,Outliers: The Story of Success,"22,224",4.7,Malcolm Gladwell,Hardcover,2010
124,9.49,28,Catching Fire (The Hunger Games),"32,476",4.7,Suzanne Collins,Hardcover,2010
125,20.70,29,"The Five Dysfunctions of a Team: A Leadership Fable, 20th Anniversary Edition",Patrick Lencioni,4.6,,Hardcover,2010
126,16.50,30,Good to Great: Why Some Companies Make the Leap and Others Don't,"5,807",4.5,Jim Collins,Hardcover,2010
127,11.49,31,Three Cups of Tea: One Man's Mission to Promote Peace - One School at a Time,"3,498",4.4,Greg Mortenson,Paperback,2010
128,17.00,32,"The Road to Serfdom: Text and Documents--The Definitive Edition (The Collected Works of F. A. Hayek, Volume 2)","2,407",4.7,F. A. Hayek,Paperback,2010
129,13.10,33,The Confession: A Novel,"7,939",4.4,John Grisham,Hardcover,2010
130,11.97,34,"Delivering Happiness: A Path to Profits, Passion, and Purpose","3,243",4.6,Tony Hsieh,Hardcover,2010
131,44.50,35,A Patriot's History of the United States: From Columbus's Great Discovery to the War on Terror,Larry Schweikart,4.7,,Paperback,2010
132,10.44,36,"The Last Olympian (Percy Jackson and the Olympians, Book 5)","14,975",4.8,Rick Riordan,Hardcover,2010
133,16.99,37,Switch: How to Change Things When Change Is Hard,"3,913",4.6,Chip Heath,Hardcover,2010
134,9.80,38,The Art of Racing in the Rain: A Novel,"16,422",4.7,Garth Stein,Paperback,2010
135,23.99,39,The 5 Love Languages: The Secret to Love That Lasts,"7,015",4.7,Gary Chapman,Paperback,2010
136,9.07,40,"Broke: The Plan to Restore Our Trust, Truth and Treasure",531,4.5,Glenn Beck,Hardcover,2010
137,10.61,41,"The Red Pyramid (The Kane Chronicles, Book 1)","5,027",4.7,Rick Riordan,Hardcover,2010
138,,42,Percy Jackson and the Olympians Paperback Boxed Set (Books 1-3),"1,225",4.8,Rick Riordan,Paperback,2010
139,10.20,43,Little Bee: A Novel,"1,902",4.2,Chris Cleave,Paperback,2010
140,15.79,44,"Barefoot Contessa, How Easy Is That?: Fabulous Recipes & Easy Tips","1,372",4.8,Ina Garten,Hardcover,2010
141,35.35,45,George Washington's Sacred Fire,613,4.6,Peter A. Lillback,Paperback,2010
142,9.21,46,Radical: Taking Back Your Faith from the American Dream,"2,728",4.7,David Platt,Paperback,2010
143,21.49,47,"Towers of Midnight (Wheel of Time, Book Thirteen)","7,335",4.8,Robert Jordan,Hardcover,2010
144,10.83,48,Sarah's Key,"4,784",4.6,Tatiana de Rosnay,Paperback,2010
145,,49,The Hunger Games,"42,787",4.7,Suzanne Collins,Hardcover,2010
146,19.99,51,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.6,,Paperback,2010
147,12.00,52,Cleopatra: A Life,"1,586",4.2,Stacy Schiff,Hardcover,2010
148,12.23,53,Freedom: A Novel,"2,722",4.0,Jonathan Franzen,Hardcover,2010
149,17.48,54,Freedom,"2,722",4.0,Jonathan Franzen,Hardcover,2010
150,18.49,55,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen","11,838",4.7,Christopher McDougall,Hardcover,2010
151,16.99,56,Fall of Giants (The Century Trilogy),"18,716",4.5,Ken Follett,Hardcover,2010
152,9.49,57,"Eat, Pray, Love: One Woman's Search for Everything Across Italy, India and Indonesia","8,499",4.4,Elizabeth Gilbert,Paperback,2010
153,9.27,58,"Eat Pray Love: One Woman's Search for Everything Across Italy, India and Indonesia","8,499",4.4,Elizabeth Gilbert,Paperback,2010
154,27.45,59,Tao I: The Way of All Life,Zhi Gang Sha Dr.,4.3,,Hardcover,2010
155,9.65,60,Chelsea Chelsea Bang Bang,"1,046",4.5,Chelsea Handler,Hardcover,2010
156,8.58,61,Let the Great World Spin: A Novel,"1,779",4.3,Colum McCann,Paperback,2010
157,14.20,62,The Pioneer Woman Cooks: Recipes from an Accidental Country Girl,"5,478",4.8,Ree Drummond,Hardcover,2010
158,15.82,63,The Tipping Point: How Little Things Can Make a Big Difference,"5,738",4.4,Malcolm Gladwell,Paperback,2010
159,10.33,64,The Omnivore's Dilemma: A Natural History of Four Meals,"3,681",4.6,Michael Pollan,Paperback,2010
160,27.30,65,The Belly Fat Cure: Discover the New Carb Swap System™ and Lose 4 to 9 lbs. Every Week,"1,072",4.1,Jorge Cruise,Spiral-bound,2010
161,7.99,66,"The Battle of the Labyrinth (Percy Jackson and the Olympians, Book 4)","13,957",4.8,Rick Riordan,Paperback,2010
162,13.39,67,"The 4-Hour Workweek: Escape 9-5, Live Anywhere, and Join the New Rich","18,939",4.5,Timothy Ferriss,Hardcover,2010
163,19.59,68,"Full Dark, No Stars","3,421",4.6,Stephen King,Hardcover,2010
164,11.37,69,Sizzling Sixteen (Stephanie Plum Novels),"3,431",4.6,Janet Evanovich,Hardcover,2010
165,15.99,70,The Grand Design,"2,791",4.5,Stephen Hawking,Hardcover,2010
166,15.00,71,The Overton Window ,"1,311",4.6,Glenn Beck,Hardcover,2010
167,7.53,72,"Jesus Calling, Padded Hardcover, with Scripture references","31,205",4.9,Sarah Young,Hardcover,2010
168,12.99,73,Spoken from the Heart,668,4.6,Laura Bush,Hardcover,2010
169,21.98,74,Diary of a Wimpy Kid Do-it-yourself Book,"9,378",4.8,Jeff Kinney,Hardcover,2010
170,17.17,75,The Book of Awakening: Having the Life You Want by Being Present to the Life You Have,"3,966",4.7,Mark Nepo,Paperback,2010
171,28.49,76,"Mastering the Art of French Cooking, Volume I: 50th Anniversary Edition: A Cookbook","7,578",4.8,Julia Child,Hardcover,2010
172,14.90,77,Safe Haven,"10,937",4.7,Nicholas Sparks,Hardcover,2010
173,17.25,78,"Change Your Brain, Change Your Body: Use Your Brain to Get and Keep the Body You Have Always Wanted",853,4.5,Daniel G. Amen,Hardcover,2010
174,18.93,79,"The Kind Diet: A Simple Guide to Feeling Great, Losing Weight, and Saving the Planet","1,572",4.5,Alicia Silverstone,Hardcover,2010
175,48.49,80,Decoded,"1,517",4.7,Jay-Z,Hardcover,2010
176,12.06,81,The Glass Castle: A Memoir (book),"19,014",4.6,Jeannette Walls,Paperback,2010
177,10.43,82,The Shack: Where Tragedy Confronts Eternity,"23,398",4.7,William P. Young,Paperback,2010
178,14.30,83,"Breaking Dawn (The Twilight Saga, Book 4)","16,923",4.7,Stephenie Meyer,Hardcover,2010
179,,84,Sookie Stackhouse 8-copy Boxed Set (Sookie Stackhouse / Southern Vampire),"1,234",4.7,Charlaine Harris,Mass Market Paperback,2010
180,10.42,85,The Guernsey Literary and Potato Peel Pie Society,"14,898",4.7,Mary Ann Shaffer,Paperback,2010
181,13.49,86,Hotel on the Corner of Bitter and Sweet,"6,242",4.6,Jamie Ford,Paperback,2010
182,15.96,87,"The 4 Hour Body: An Uncommon Guide to Rapid Fat Loss, Incredible Sex and Becoming Superhuman","6,583",4.4,Timothy Ferriss,Hardcover,2010
183,17.99,88,Crucial Conversations: Tools for Talking When Stakes are High,772,4.5,Kerry Patterson,Paperback,2010
184,11.25,89,"Happy Ever After (Bride Quartet, Book 4)","2,210",4.7,Nora Roberts,Paperback,2010
185,24.33,90,A Guide to the Project Management Body of Knowledge,726,4.4,Project Management Institute,Paperback,2010
186,6.99,91,The Book Thief,"34,553",4.7,Markus Zusak,Paperback,2010
187,13.49,92,The Catcher in the Rye,"30,956",4.5,J. D. Salinger,Paperback,2010
188,24.99,93,"The China Study: The Most Comprehensive Study of Nutrition Ever Conducted And the Startling Implications for Diet, Weight Loss, And Long-term Health",Thomas Campbell,4.7,,Paperback,2010
189,19.53,94,American Assassin: A Thriller (A Mitch Rapp Novel),"8,364",4.6,Vince Flynn,Hardcover,2010
190,13.99,95,Rework,"6,005",4.5,Jason Fried,Hardcover,2010
191,10.98,96,In Defense of Food: An Eater's Manifesto,"2,703",4.6,Michael Pollan,Paperback,2010
192,12.91,97,Squirrel Seeks Chipmunk: A Modest Bestiary,936,4.1,David Sedaris,Hardcover,2010
193,16.94,98,Who Moved My Cheese,"16,770",4.6,Spencer Johnson,Hardcover,2010
194,14.82,1,Steve Jobs,"12,787",4.7,Walter Isaacson,Hardcover,2011
195,8.99,2,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,"17,370",4.7,Todd Burpo,Paperback,2011
196,,3,"Cabin Fever (Diary of a Wimpy Kid, Book 6)","11,130",4.8,Jeff Kinney,Hardcover,2011
197,18.29,4,StrengthsFinder 2.0,Gallup,4.1,,Hardcover,2011
198,11.69,5,The Hunger Games (Book 1),"42,787",4.7,Suzanne Collins,Paperback,2011
199,14.72,6,"Unbroken: A World War II Story of Survival, Resilience, and Redemption","33,635",4.8,Laura Hillenbrand,Hardcover,2011
200,15.00,7,Inheritance: Book IV (Inheritance Cycle),"9,015",4.7,Christopher Paolini,Hardcover,2011
201,14.35,8,Go the F**k to Sleep,"20,256",4.8,Adam Mansbach,Hardcover,2011
202,9.08,9,Mockingjay (The Hunger Games),"37,054",4.6,Suzanne Collins,Hardcover,2011
203,48.98,10,Game of Thrones Boxed Set: A Game of Thrones/A Clash of Kings/A Storm of Swords/A Feast for Crows,"6,356",4.6,George R.R. Martin,Mass Market Paperback,2011
204,9.49,11,Catching Fire (The Hunger Games),"32,476",4.7,Suzanne Collins,Hardcover,2011
205,21.99,12,The 17 Day Diet: A Doctor's Plan Designed for Rapid Results,Mike Moreno,4.3,,Hardcover,2011
206,24.31,13,A Dance with Dragons (A Song of Ice and Fire),"17,266",4.5,George R. R. Martin,Hardcover,2011
207,9.99,14,"The Son of Neptune (Heroes of Olympus, Book 2)","11,675",4.8,Rick Riordan,Hardcover,2011
208,9.85,15,Killing Lincoln: The Shocking Assassination that Changed America Forever (Bill O'Reilly's Killing Series),"10,848",4.7,Bill O'Reilly,Hardcover,2011
209,23.49,16,"Publication Manual of the American Psychological Association, 6th Edition","12,677",4.5,American Psychological Association,Paperback,2011
210,9.98,17,The Help,"18,080",4.8,Kathryn Stockett,Paperback,2011
211,12.10,18,The Immortal Life of Henrietta Lacks,"16,946",4.7,Rebecca Skloot,Paperback,2011
212,16.43,19,11/22/63: A Novel,"3,117",4.7,Stephen King,Hardcover,2011
213,41.47,20,The Official SAT Study Guide,The College Board,4.4,,Paperback,2011
214,7.53,21,"Jesus Calling, Padded Hardcover, with Scripture references","31,205",4.9,Sarah Young,Hardcover,2011
215,40.59,22,The Hunger Games Trilogy Boxed Set,"27,195",4.8,Suzanne Collins,Hardcover,2011
216,12.00,23,Cutting for Stone,"6,792",4.6,Abraham Verghese,Paperback,2011
217,9.00,24,Tina Fey: Bossypants,"8,174",4.3,Tina Fey,Hardcover,2011
218,15.96,25,"The 4 Hour Body: An Uncommon Guide to Rapid Fat Loss, Incredible Sex and Becoming Superhuman","6,583",4.4,Timothy Ferriss,Hardcover,2011
219,14.49,26,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",Eric Larson,4.5,,Hardcover,2011
220,23.99,27,The 5 Love Languages: The Secret to Love That Lasts,"7,015",4.7,Gary Chapman,Paperback,2011
221,16.48,28,Crazy Love: Overwhelmed by a Relentless God,"1,920",4.7,Francis Chan,Paperback,2011
222,20.89,29,A Stolen Life: A Memoir,Jaycee Dugard,4.7,,Hardcover,2011
223,12.95,30,The Girl Who Kicked the Hornet's Nest (Millennium Trilogy),"21,755",4.7,Stieg Larsson,Hardcover,2011
224,11.28,31,Water for Elephants: A Novel,"4,925",4.5,Sara Gruen,Paperback,2011
225,20.70,32,"The Five Dysfunctions of a Team: A Leadership Fable, 20th Anniversary Edition",Patrick Lencioni,4.6,,Hardcover,2011
226,12.80,33,The Lego Ideas Book: Unlock Your Imagination,"9,889",4.5,Daniel Lipkowitz,Hardcover,2011
227,17.12,34,One Thousand Gifts: A Dare to Live Fully Right Where You Are,"4,515",4.6,Ann Voskamp,Hardcover,2011
228,19.99,35,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,Stephen R. Covey,4.6,,Paperback,2011
229,15.43,36,"The Throne of Fire (The Kane Chronicles, Book 2)","3,823",4.8,Rick Riordan,Hardcover,2011
230,9.99,37,"Dead Reckoning (Sookie Stackhouse/True Blood, Book 11)","3,571",4.5,Charlaine Harris,Hardcover,2011
231,16.50,38,Good to Great: Why Some Companies Make the Leap and Others Don't,"5,807",4.5,Jim Collins,Hardcover,2011
232,19.00,39,The Litigators,"11,524",4.5,John Grisham,Hardcover,2011
233,20.54,40,"Love Wins: A Book About Heaven, Hell, and the Fate of Every Person Who Ever Lived","2,173",4.4,Rob Bell,Hardcover,2011
234,10.49,41,The Help,"18,080",4.8,Kathryn Stockett,Paperback,2011
235,24.49,42,"Thinking, Fast and Slow","29,758",4.6,Daniel Kahneman,Hardcover,2011
236,15.20,43,The Paris Wife: A Novel,"5,288",4.4,Paula McLain,Hardcover,2011
237,9.21,44,Radical: Taking Back Your Faith from the American Dream,"2,728",4.7,David Platt,Paperback,2011
238,9.80,45,The Art of Racing in the Rain: A Novel,"16,422",4.7,Garth Stein,Paperback,2011
239,15.39,46,Teach Like a Champion: 49 Techniques that Put Students on the Path to College,860,4.5,Doug Lemov,Paperback,2011
240,12.99,47,"Eat to Live: The Amazing Nutrient-Rich Program for Fast and Sustained Weight Loss, Revised Edition",Joel Fuhrman MD,4.5,,Paperback,2011
241,24.99,48,"The China Study: The Most Comprehensive Study of Nutrition Ever Conducted And the Startling Implications for Diet, Weight Loss, And Long-term Health",Thomas Campbell,4.7,,Paperback,2011
242,18.45,49,What to Expect When You're Expecting,"29,403",4.8,Heidi Murkoff,Paperback,2011
243,18.00,51,The Best of Me,"8,842",4.6,Nicholas Sparks,Hardcover,2011
244,13.08,52,Jacqueline Kennedy: Historic Conversations on Life with John F. Kennedy,Jacqueline Kennedy,4.4,,Hardcover,2011
245,9.49,53,The Girl with the Dragon Tattoo (Millennium Series),"15,480",4.5,Stieg Larsson,Paperback,2011
246,23.94,54,The Greater Journey: Americans in Paris,"1,696",4.5,David McCullough,Hardcover,2011
247,16.99,55,Switch: How to Change Things When Change Is Hard,"3,913",4.6,Chip Heath,Hardcover,2011
248,11.99,56,Every Thing On It,"1,758",4.9,Shel Silverstein,Hardcover,2011
249,10.41,57,Miss Peregrine's Home for Peculiar Children,"13,225",4.5,Ransom Riggs,Hardcover,2011
250,13.58,58,Moonwalking With Einstein: The Art and Science of Remembering Everything,"5,969",4.5,Joshua Foer,Hardcover,2011
251,6.79,59,The Great Gatsby: The Only Authorized Edition,"18,675",4.5,F. Scott Fitzgerald,Paperback,2011
